File|Event|Error_Path|Error
./Data/events.2022.03.30-13.48.39.json|MFAMethodCreate|['GAEvent', 'MFAMethodCreate', 'MFAType']|'OTP' is not one of ['Question', 'Image', 'SecurityPhrase', 'Channel', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|MFAMethodCreate|['GAEvent', 'MFAMethodCreate', 'OOBAChannelTypeData']|'WEB' is not one of ['Phone', 'SMS', 'Email', 'App', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|MFAMethodCreate|['GAEvent', 'MFAMethodCreate', 'RetailSession', 'UTCTimestamp']|'2021-12-17T19:58:12.595406Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|MFAMethodCreate|['GAEvent', 'MFAMethodCreate']|'PriorMFAType' is a required property
./Data/events.2022.03.30-13.48.39.json|UserEdit|['GAEvent', 'UserEdit', 'Attribute']|'Username Changed' is not one of ['eMail', 'Address', 'PhoneNumber', 'NameOnAccount', 'SignOnID', 'Limit', 'Permission', 'Role', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|UserEdit|['GAEvent', 'UserEdit', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|UserEdit|['GAEvent', 'UserEdit', 'PriorValue']|None is not of type 'string'
./Data/events.2022.03.30-13.48.39.json|UserEdit|['GAEvent', 'UserEdit', 'RetailSession', 'UTCTimestamp']|'2021-12-17T19:52:24.277659Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|PasswordChange|['GAEvent', 'PasswordChange', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|PasswordChange|['GAEvent', 'PasswordChange', 'PasswordChangeReason']|'User Initiated' is not one of ['Forgotten', 'AdminReset', 'UserInitiated', 'Expired', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|PasswordChange|['GAEvent', 'PasswordChange', 'RetailSession', 'UTCTimestamp']|'2021-12-17T20:07:01.031511Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|UserEdit|['GAEvent', 'UserEdit', 'Attribute']|'Biometric Authentication Disabled' is not one of ['eMail', 'Address', 'PhoneNumber', 'NameOnAccount', 'SignOnID', 'Limit', 'Permission', 'Role', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|UserEdit|['GAEvent', 'UserEdit', 'Common', 'Channel']|'MOBILE' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|UserEdit|['GAEvent', 'UserEdit', 'MobileRetailSession']|Additional properties are not allowed ('DeviceType', 'PhoneNumber', 'IP6Address' were unexpected)
./Data/events.2022.03.30-13.48.39.json|UserEdit|['GAEvent', 'UserEdit', 'MobileRetailSession', 'UTCTimestamp']|'2022-03-03T15:21:52.026857Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|UserEdit|['GAEvent', 'UserEdit', 'MobileRetailSession']|Additional properties are not allowed ('DeviceID', 'IPAddress', 'SignOnID', 'IP6Address', 'Cookie', 'UTCTimestamp', 'UserAgentString', 'ImmutableUserID', 'SessionID' were unexpected)
./Data/events.2022.03.30-13.48.39.json|UserEdit|['GAEvent', 'UserEdit', 'MobileRetailSession']|'MobileChannel' is a required property
./Data/events.2022.03.30-13.48.39.json|UserEdit|['GAEvent', 'UserEdit', 'MobileRetailSession']|Additional properties are not allowed ('DeviceID', 'IPAddress', 'SignOnID', 'DeviceType', 'Cookie', 'IP6Address', 'UTCTimestamp', 'UserAgentString', 'ImmutableUserID', 'PhoneNumber', 'SessionID' were unexpected)
./Data/events.2022.03.30-13.48.39.json|UserEdit|['GAEvent', 'UserEdit', 'PriorValue']|None is not of type 'string'
./Data/events.2022.03.30-13.48.39.json|TransferSubmit|['GAEvent', 'TransferSubmit']|Additional properties are not allowed ('Period', 'ReceivingBankName', 'Recurring', 'OtherInstructions', 'StartDate', 'ToAccount', 'DestinationType', 'ReceivingBankID', 'Direction', 'AmountInUSDollars', 'StatusReason', 'ToAccountType', 'Recipient', 'TransferStatus', 'FromAccount', 'FromAccountType', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|TransferSubmit|['GAEvent', 'TransferSubmit', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferSubmit|['GAEvent', 'TransferSubmit', 'RetailSession', 'UTCTimestamp']|'2022-02-14T21:45:19.914639Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferSubmit|['GAEvent', 'TransferSubmit', 'TemplateName']|None is not of type 'string'
./Data/events.2022.03.30-13.48.39.json|TransferSubmit|['GAEvent', 'TransferSubmit']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|Informational|['GAEvent', 'Informational']|Additional properties are not allowed ('DisplayFields' was unexpected)
./Data/events.2022.03.30-13.48.39.json|Informational|['GAEvent', 'Informational', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|Informational|['GAEvent', 'Informational', 'RetailSession', 'UTCTimestamp']|'2022-02-14T21:06:35.319795Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|Informational|['GAEvent', 'Informational']|'BusinessSession' is a required property
./Data/events.2022.03.30-13.48.39.json|Informational|['GAEvent', 'Informational']|'MobileRetailSession' is a required property
./Data/events.2022.03.30-13.48.39.json|Informational|['GAEvent', 'Informational']|'MobileBusinessSession' is a required property
./Data/events.2022.03.30-13.48.39.json|BillPayEdit|['GAEvent', 'BillPayEdit']|Additional properties are not allowed ('PaymentType', 'Period', 'PayeeName', 'PayeeAddress', 'FromAccountRoutingNumber', 'PayeePhoneNumber', 'PaymentDate', 'Recurring', 'PaymentID', 'StartDate', 'SubscribersPayeeAccountNumber', 'FromAccountNumber', 'AmountInUSDollars', 'PayeeMatch', 'PayeeID', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|BillPayEdit|['GAEvent', 'BillPayEdit', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|BillPayEdit|['GAEvent', 'BillPayEdit', 'RetailSession', 'UTCTimestamp']|'2022-02-14T21:14:24.684453Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|BillPayEdit|['GAEvent', 'BillPayEdit']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|BillPayCreate|['GAEvent', 'BillPayCreate']|Additional properties are not allowed ('PaymentType', 'Period', 'PayeeName', 'PayeeAddress', 'FromAccountRoutingNumber', 'PayeePhoneNumber', 'PaymentDate', 'Recurring', 'PaymentID', 'StartDate', 'SubscribersPayeeAccountNumber', 'FromAccountNumber', 'AmountInUSDollars', 'PayeeMatch', 'PayeeID', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|BillPayCreate|['GAEvent', 'BillPayCreate', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|BillPayCreate|['GAEvent', 'BillPayCreate', 'RetailSession', 'UTCTimestamp']|'2022-02-14T21:11:45.598491Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|BillPayCreate|['GAEvent', 'BillPayCreate']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|BillPayCreate|['GAEvent', 'BillPayCreate']|Additional properties are not allowed ('PaymentType', 'Period', 'PayeeName', 'PayeeAddress', 'FromAccountRoutingNumber', 'PayeePhoneNumber', 'PaymentDate', 'Recurring', 'PaymentID', 'StartDate', 'SubscribersPayeeAccountNumber', 'FromAccountNumber', 'AmountInUSDollars', 'PayeeMatch', 'PayeeID', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|BillPayCreate|['GAEvent', 'BillPayCreate', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|BillPayCreate|['GAEvent', 'BillPayCreate', 'RetailSession', 'UTCTimestamp']|'2022-02-14T21:24:52.667817Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|BillPayCreate|['GAEvent', 'BillPayCreate']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|TransferDelete|['GAEvent', 'TransferDelete', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferDelete|['GAEvent', 'TransferDelete', 'RetailSession', 'UTCTimestamp']|'2022-02-14T21:52:05.806913Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferDelete|['GAEvent', 'TransferDelete', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferDelete|['GAEvent', 'TransferDelete', 'RetailSession', 'UTCTimestamp']|'2021-12-17T17:56:37.986653Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit']|Additional properties are not allowed ('Period', 'ReceivingBankName', 'Recurring', 'OtherInstructions', 'StartDate', 'ToAccount', 'DestinationType', 'ReceivingBankID', 'Direction', 'AmountInUSDollars', 'StatusReason', 'ToAccountType', 'Recipient', 'TransferStatus', 'FromAccount', 'FromAccountType', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit', 'RetailSession', 'UTCTimestamp']|'2021-12-17T18:36:11.482099Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit', 'TemplateName']|None is not of type 'string'
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|TransferSubmit|['GAEvent', 'TransferSubmit']|Additional properties are not allowed ('Period', 'ReceivingBankName', 'Recurring', 'OtherInstructions', 'StartDate', 'ToAccount', 'DestinationType', 'ReceivingBankID', 'Direction', 'AmountInUSDollars', 'StatusReason', 'ToAccountType', 'Recipient', 'TransferStatus', 'FromAccount', 'FromAccountType', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|TransferSubmit|['GAEvent', 'TransferSubmit', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferSubmit|['GAEvent', 'TransferSubmit', 'RetailSession', 'UTCTimestamp']|'2022-02-14T18:50:42.057348Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferSubmit|['GAEvent', 'TransferSubmit', 'TemplateName']|None is not of type 'string'
./Data/events.2022.03.30-13.48.39.json|TransferSubmit|['GAEvent', 'TransferSubmit']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|TransferSubmit|['GAEvent', 'TransferSubmit']|Additional properties are not allowed ('Period', 'ReceivingBankName', 'Recurring', 'OtherInstructions', 'StartDate', 'ToAccount', 'DestinationType', 'ReceivingBankID', 'Direction', 'AmountInUSDollars', 'StatusReason', 'ToAccountType', 'Recipient', 'TransferStatus', 'FromAccount', 'FromAccountType', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|TransferSubmit|['GAEvent', 'TransferSubmit', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferSubmit|['GAEvent', 'TransferSubmit', 'RetailSession', 'UTCTimestamp']|'2022-02-14T21:45:19.914639Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferSubmit|['GAEvent', 'TransferSubmit', 'TemplateName']|None is not of type 'string'
./Data/events.2022.03.30-13.48.39.json|TransferSubmit|['GAEvent', 'TransferSubmit']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate']|Additional properties are not allowed ('Period', 'ReceivingBankName', 'Recurring', 'OtherInstructions', 'StartDate', 'ToAccount', 'DestinationType', 'ReceivingBankID', 'Direction', 'AmountInUSDollars', 'StatusReason', 'ToAccountType', 'Recipient', 'TransferStatus', 'FromAccount', 'FromAccountType', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate', 'RetailSession', 'UTCTimestamp']|'2022-02-14T21:48:44.406379Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate', 'TemplateName']|None is not of type 'string'
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate']|Additional properties are not allowed ('Period', 'ReceivingBankName', 'Recurring', 'OtherInstructions', 'StartDate', 'ToAccount', 'DestinationType', 'ReceivingBankID', 'Direction', 'AmountInUSDollars', 'StatusReason', 'ToAccountType', 'Recipient', 'TransferStatus', 'FromAccount', 'FromAccountType', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate', 'RetailSession', 'UTCTimestamp']|'2022-02-14T21:45:17.648807Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate', 'TemplateName']|None is not of type 'string'
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|PayeeCreate|['GAEvent', 'PayeeCreate', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|PayeeCreate|['GAEvent', 'PayeeCreate', 'RetailSession', 'UTCTimestamp']|'2021-12-17T18:21:07.703398Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|PayeeCreate|['GAEvent', 'PayeeCreate']|'PayeeAddress' is a required property
./Data/events.2022.03.30-13.48.39.json|PayeeDelete|['GAEvent', 'PayeeDelete', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|PayeeDelete|['GAEvent', 'PayeeDelete', 'RetailSession', 'UTCTimestamp']|'2022-02-24T21:15:10.248090Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|PayeeDelete|['GAEvent', 'PayeeDelete']|'PayeeAddress' is a required property
./Data/events.2022.03.30-13.48.39.json|PayeeEdit|['GAEvent', 'PayeeEdit', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|PayeeEdit|['GAEvent', 'PayeeEdit', 'RetailSession', 'UTCTimestamp']|'2021-12-17T18:19:43.305952Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|PayeeEdit|['GAEvent', 'PayeeEdit']|'PayeeAddress' is a required property
./Data/events.2022.03.30-13.48.39.json|BillPayCreate|['GAEvent', 'BillPayCreate']|Additional properties are not allowed ('PaymentType', 'Period', 'PayeeName', 'PayeeAddress', 'FromAccountRoutingNumber', 'PayeePhoneNumber', 'PaymentDate', 'Recurring', 'PaymentID', 'StartDate', 'SubscribersPayeeAccountNumber', 'FromAccountNumber', 'AmountInUSDollars', 'PayeeMatch', 'PayeeID', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|BillPayCreate|['GAEvent', 'BillPayCreate', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|BillPayCreate|['GAEvent', 'BillPayCreate', 'RetailSession', 'UTCTimestamp']|'2022-02-23T04:10:50.060606Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|BillPayCreate|['GAEvent', 'BillPayCreate']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|BillPayEdit|['GAEvent', 'BillPayEdit']|Additional properties are not allowed ('PaymentType', 'Period', 'PayeeName', 'PayeeAddress', 'FromAccountRoutingNumber', 'PayeePhoneNumber', 'PaymentDate', 'Recurring', 'PaymentID', 'StartDate', 'SubscribersPayeeAccountNumber', 'FromAccountNumber', 'AmountInUSDollars', 'PayeeMatch', 'PayeeID', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|BillPayEdit|['GAEvent', 'BillPayEdit', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|BillPayEdit|['GAEvent', 'BillPayEdit', 'RetailSession', 'UTCTimestamp']|'2022-03-30T14:17:42.660153Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|BillPayEdit|['GAEvent', 'BillPayEdit']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|TransferDelete|['GAEvent', 'TransferDelete', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferDelete|['GAEvent', 'TransferDelete', 'RetailSession', 'UTCTimestamp']|'2022-02-14T21:53:57.488756Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferDelete|['GAEvent', 'TransferDelete', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferDelete|['GAEvent', 'TransferDelete', 'RetailSession', 'UTCTimestamp']|'2022-03-01T22:38:17.635098Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit']|Additional properties are not allowed ('Period', 'ReceivingBankName', 'Recurring', 'OtherInstructions', 'StartDate', 'ToAccount', 'DestinationType', 'ReceivingBankID', 'Direction', 'AmountInUSDollars', 'StatusReason', 'ToAccountType', 'Recipient', 'TransferStatus', 'FromAccount', 'FromAccountType', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit', 'RetailSession', 'UTCTimestamp']|'2022-02-24T21:05:54.090323Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit', 'TemplateName']|None is not of type 'string'
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit']|Additional properties are not allowed ('Period', 'ReceivingBankName', 'Recurring', 'OtherInstructions', 'StartDate', 'ToAccount', 'DestinationType', 'ReceivingBankID', 'Direction', 'AmountInUSDollars', 'StatusReason', 'ToAccountType', 'Recipient', 'TransferStatus', 'FromAccount', 'FromAccountType', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit', 'RetailSession', 'UTCTimestamp']|'2022-03-01T22:27:15.500822Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit', 'TemplateName']|None is not of type 'string'
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit']|Additional properties are not allowed ('Period', 'ReceivingBankName', 'Recurring', 'OtherInstructions', 'StartDate', 'ToAccount', 'DestinationType', 'ReceivingBankID', 'Direction', 'AmountInUSDollars', 'StatusReason', 'ToAccountType', 'Recipient', 'TransferStatus', 'FromAccount', 'FromAccountType', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit', 'RetailSession', 'UTCTimestamp']|'2022-02-24T21:05:54.090323Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit', 'TemplateName']|None is not of type 'string'
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate']|Additional properties are not allowed ('Period', 'ReceivingBankName', 'Recurring', 'OtherInstructions', 'StartDate', 'ToAccount', 'DestinationType', 'ReceivingBankID', 'Direction', 'AmountInUSDollars', 'StatusReason', 'ToAccountType', 'Recipient', 'TransferStatus', 'FromAccount', 'FromAccountType', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate', 'RetailSession', 'UTCTimestamp']|'2022-02-14T21:48:44.388346Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate', 'TemplateName']|None is not of type 'string'
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate']|Additional properties are not allowed ('Period', 'ReceivingBankName', 'Recurring', 'OtherInstructions', 'StartDate', 'ToAccount', 'DestinationType', 'ReceivingBankID', 'Direction', 'AmountInUSDollars', 'StatusReason', 'ToAccountType', 'Recipient', 'TransferStatus', 'FromAccount', 'FromAccountType', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate', 'RetailSession', 'UTCTimestamp']|'2022-03-01T17:43:04.177429Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate', 'TemplateName']|None is not of type 'string'
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|PayeeCreate|['GAEvent', 'PayeeCreate', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|PayeeCreate|['GAEvent', 'PayeeCreate', 'RetailSession', 'UTCTimestamp']|'2022-02-23T20:47:51.714398Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|PayeeCreate|['GAEvent', 'PayeeCreate']|'PayeeAddress' is a required property
./Data/events.2022.03.30-13.48.39.json|TransferDelete|['GAEvent', 'TransferDelete', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferDelete|['GAEvent', 'TransferDelete', 'RetailSession', 'UTCTimestamp']|'2022-03-01T17:44:18.644522Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit']|Additional properties are not allowed ('Period', 'ReceivingBankName', 'Recurring', 'OtherInstructions', 'StartDate', 'ToAccount', 'DestinationType', 'ReceivingBankID', 'Direction', 'AmountInUSDollars', 'StatusReason', 'ToAccountType', 'Recipient', 'TransferStatus', 'FromAccount', 'FromAccountType', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit', 'RetailSession', 'UTCTimestamp']|'2022-03-01T17:42:19.380326Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit', 'TemplateName']|None is not of type 'string'
./Data/events.2022.03.30-13.48.39.json|TransferEdit|['GAEvent', 'TransferEdit']|'EventFields' is a required property
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate']|Additional properties are not allowed ('Period', 'ReceivingBankName', 'Recurring', 'OtherInstructions', 'StartDate', 'ToAccount', 'DestinationType', 'ReceivingBankID', 'Direction', 'AmountInUSDollars', 'StatusReason', 'ToAccountType', 'Recipient', 'TransferStatus', 'FromAccount', 'FromAccountType', 'EndDate' were unexpected)
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate', 'Common', 'Channel']|'WEB' is not one of ['OLBRetail', 'OLBBusiness', 'MobileRetail', 'MobileBusiness', 'Unknown', 'Other']
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate', 'RetailSession', 'UTCTimestamp']|'2022-03-01T17:18:14.370740Z' is not of type 'integer'
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate', 'TemplateName']|None is not of type 'string'
./Data/events.2022.03.30-13.48.39.json|TransferCreate|['GAEvent', 'TransferCreate']|'EventFields' is a required property
